Run,Attack/File,Accuracy,Precision,Recall,F1,TN,FP,FN,TP
89,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
89,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
89,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
89,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
89,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
89,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
90,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
90,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
90,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
90,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
90,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
90,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
91,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
91,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
91,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
91,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
91,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
91,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
92,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
92,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
92,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
92,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
92,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
92,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
93,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
93,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
93,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
93,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
93,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
93,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
94,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
94,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
94,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
94,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
94,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
94,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
95,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
95,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
95,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
95,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
95,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
95,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
96,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
96,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
96,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
96,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
96,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
96,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
97,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
97,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
97,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
97,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
97,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
97,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
98,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
98,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
98,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
98,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
98,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
98,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
99,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
99,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
99,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
99,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
99,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
99,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
100,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
100,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
100,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
100,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
100,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
100,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
